"V1" "V2" "V3"
"517" 104 128 88
"518" 104 128 96
"519" 104 128 104
"520" 104 128 120
"521" 104 128 144
"522" 104 128 152
"523" 104 128 160
"524" 104 128 168
"525" 104 136 80
"526" 104 136 88
"527" 104 136 152
"528" 104 136 160
"529" 104 136 168
"530" 104 136 176
"531" 104 144 88
"532" 104 144 96
"533" 104 144 104
"534" 104 144 112
"535" 104 144 144
"536" 104 144 160
"537" 104 144 168
"538" 104 144 176
"539" 104 152 104
"540" 104 152 112
"541" 104 152 168
"542" 104 152 176
"543" 112 48 64
"544" 112 48 72
"545" 112 56 64
"546" 112 56 72
"547" 112 56 80
"548" 112 56 88
"549" 112 64 64
"550" 112 64 72
"551" 112 64 80
"552" 112 64 88
"553" 112 64 96
"554" 112 64 104
"555" 112 72 64
"556" 112 72 72
"557" 112 72 80
"558" 112 72 88
"559" 112 72 96
"560" 112 72 104
"561" 112 80 64
"562" 112 80 72
"563" 112 80 80
"564" 112 80 88
"565" 112 80 96
"566" 112 80 104
"567" 112 80 112
"568" 112 80 120
"569" 112 88 64
"570" 112 88 72
"571" 112 88 80
"572" 112 88 88
"573" 112 88 96
"574" 112 88 104
"575" 112 88 112
"576" 112 88 120
"577" 112 88 128
"578" 112 88 136
"579" 112 96 72
"580" 112 96 80
"581" 112 96 88
"582" 112 96 96
"583" 112 96 104
"584" 112 96 112
"585" 112 96 120
"586" 112 96 128
"587" 112 96 136
"588" 112 104 72
"589" 112 104 80
"590" 112 104 88
"591" 112 104 96
"592" 112 104 104
"593" 112 104 112
"594" 112 104 120
"595" 112 104 128
"596" 112 104 136
"597" 112 104 144
"598" 112 112 80
"599" 112 112 88
"600" 112 112 96
"601" 112 112 104
"602" 112 112 112
"603" 112 112 120
"604" 112 112 128
"605" 112 112 136
"606" 112 112 144
"607" 112 120 88
"608" 112 120 96
"609" 112 120 104
"610" 112 120 112
"611" 112 120 120
"612" 112 120 128
"613" 112 120 136
"614" 112 120 144
"615" 112 128 72
"616" 112 128 80
"617" 112 128 88
"618" 112 128 96
"619" 112 128 104
"620" 112 128 112
"621" 112 128 120
"622" 112 128 128
"623" 112 128 136
"624" 112 128 144
"625" 112 128 152
"626" 112 128 160
"627" 112 128 168
"628" 112 136 96
"629" 112 136 104
"630" 112 136 112
"631" 112 136 136
"632" 112 136 144
"633" 112 136 152
"634" 112 136 160
"635" 112 136 168
"636" 112 144 88
"637" 112 144 104
"638" 112 144 112
"639" 112 144 160
"640" 112 144 168
"641" 112 152 96
"642" 112 152 104
"643" 112 152 112
"644" 112 152 128
"645" 112 152 160
"646" 112 152 176
"647" 112 152 184
"648" 112 160 96
"649" 112 160 176
"650" 112 160 184
"651" 112 160 192
"652" 112 168 104
"653" 112 168 120
"654" 112 168 192
"655" 112 176 128
"656" 120 56 64
"657" 120 56 72
"658" 120 56 80
"659" 120 56 88
"660" 120 64 64
"661" 120 64 72
"662" 120 64 80
"663" 120 64 88
"664" 120 64 96
"665" 120 64 104
"666" 120 72 64
"667" 120 72 72
"668" 120 72 80
"669" 120 72 88
"670" 120 72 96
"671" 120 72 104
"672" 120 80 56
"673" 120 80 64
"674" 120 80 72
"675" 120 80 80
"676" 120 80 88
"677" 120 80 96
"678" 120 80 104
"679" 120 80 112
"680" 120 88 64
"681" 120 88 72
"682" 120 88 80
"683" 120 88 88
"684" 120 88 96
"685" 120 88 104
"686" 120 88 112
"687" 120 88 120
"688" 120 96 72
"689" 120 96 80
"690" 120 96 88
"691" 120 96 96
"692" 120 96 104
"693" 120 96 112
"694" 120 96 120
"695" 120 96 128
"696" 120 96 136
"697" 120 104 72
"698" 120 104 80
"699" 120 104 88
"700" 120 104 96
"701" 120 104 104
"702" 120 104 112
"703" 120 104 120
"704" 120 104 128
"705" 120 104 136
"706" 120 112 80
"707" 120 112 88
"708" 120 112 96
"709" 120 112 104
"710" 120 112 112
"711" 120 112 120
"712" 120 112 128
"713" 120 112 136
"714" 120 120 96
"715" 120 120 104
"716" 120 120 112
"717" 120 120 120
"718" 120 120 128
"719" 120 120 136
"720" 120 120 144
"721" 120 120 152
"722" 120 128 104
"723" 120 128 112
"724" 120 128 120
"725" 120 128 128
"726" 120 128 136
"727" 120 128 144
"728" 120 128 152
"729" 120 136 88
"730" 120 136 96
"731" 120 136 104
"732" 120 136 112
"733" 120 136 120
"734" 120 136 128
"735" 120 136 136
"736" 120 136 144
"737" 120 136 152
"738" 120 136 160
"739" 120 136 168
"740" 120 136 176
"741" 120 144 88
"742" 120 144 96
"743" 120 144 104
"744" 120 144 112
"745" 120 144 120
"746" 120 144 128
"747" 120 144 136
"748" 120 144 144
"749" 120 144 152
"750" 120 144 160
"751" 120 144 168
"752" 120 144 176
"753" 120 152 96
"754" 120 152 104
"755" 120 152 112
"756" 120 152 128
"757" 120 152 144
"758" 120 152 152
"759" 120 152 160
"760" 120 152 168
"761" 120 152 176
"762" 120 152 184
"763" 120 152 192
"764" 120 160 104
"765" 120 160 112
"766" 120 160 120
"767" 120 160 160
"768" 120 160 168
"769" 120 160 176
"770" 120 160 184
"771" 120 160 192
"772" 120 168 120
"773" 120 168 128
"774" 120 168 152
"775" 120 168 176
"776" 120 168 184
"777" 120 168 192
"778" 120 176 144
"779" 120 184 144
"780" 120 184 160
"781" 120 192 168
"782" 128 64 64
"783" 128 64 72
"784" 128 64 80
"785" 128 64 104
"786" 128 72 72
"787" 128 72 80
"788" 128 72 88
"789" 128 72 96
"790" 128 72 112
"791" 128 80 64
"792" 128 80 72
"793" 128 80 80
"794" 128 80 88
"795" 128 80 96
"796" 128 80 104
"797" 128 88 64
"798" 128 88 72
"799" 128 88 80
"800" 128 88 88
"801" 128 88 96
"802" 128 88 104
"803" 128 88 112
"804" 128 96 64
"805" 128 96 72
"806" 128 96 80
"807" 128 96 88
"808" 128 96 96
"809" 128 96 104
"810" 128 96 112
"811" 128 96 120
"812" 128 96 128
"813" 128 104 80
"814" 128 104 88
"815" 128 104 96
"816" 128 104 104
"817" 128 104 112
"818" 128 104 120
"819" 128 104 128
"820" 128 104 136
"821" 128 104 144
"822" 128 112 80
"823" 128 112 88
"824" 128 112 96
"825" 128 112 104
"826" 128 112 112
"827" 128 112 120
"828" 128 112 128
"829" 128 112 136
"830" 128 112 144
"831" 128 120 80
"832" 128 120 88
"833" 128 120 96
"834" 128 120 104
"835" 128 120 112
"836" 128 120 120
"837" 128 120 128
"838" 128 120 136
"839" 128 120 144
"840" 128 120 152
"841" 128 128 88
"842" 128 128 96
"843" 128 128 104
"844" 128 128 112
"845" 128 128 120
"846" 128 128 128
"847" 128 128 136
"848" 128 128 144
"849" 128 128 152
"850" 128 128 168
"851" 128 136 112
"852" 128 136 120
"853" 128 136 128
"854" 128 136 136
"855" 128 136 144
"856" 128 136 152
"857" 128 136 160
"858" 128 144 88
"859" 128 144 120
"860" 128 144 128
"861" 128 144 136
"862" 128 144 144
"863" 128 144 152
"864" 128 144 160
"865" 128 144 168
"866" 128 144 176
"867" 128 152 104
"868" 128 152 112
"869" 128 152 120
"870" 128 152 128
"871" 128 152 136
"872" 128 152 144
"873" 128 152 152
"874" 128 152 160
"875" 128 152 168
"876" 128 152 176
"877" 128 152 184
"878" 128 152 192
"879" 128 160 120
"880" 128 160 144
"881" 128 160 160
"882" 128 160 168
"883" 128 160 176
"884" 128 160 184
"885" 128 160 192
"886" 128 160 200
"887" 128 168 120
"888" 128 168 160
"889" 128 168 168
"890" 128 168 176
"891" 128 168 184
"892" 128 168 192
"893" 128 168 208
"894" 128 176 136
"895" 128 176 144
"896" 128 176 176
"897" 128 176 184
"898" 128 176 192
"899" 128 184 152
"900" 128 184 160
"901" 128 192 176
"902" 136 56 80
"903" 136 64 72
"904" 136 64 80
"905" 136 64 88
"906" 136 72 72
"907" 136 72 80
"908" 136 72 88
"909" 136 72 96
"910" 136 80 72
"911" 136 80 80
"912" 136 80 88
"913" 136 80 96
"914" 136 88 72
"915" 136 88 80
"916" 136 88 88
"917" 136 88 96
"918" 136 88 104
"919" 136 88 112
"920" 136 96 72
"921" 136 96 80
"922" 136 96 88
"923" 136 96 96
"924" 136 96 104
"925" 136 96 112
"926" 136 96 120
"927" 136 104 80
"928" 136 104 88
"929" 136 104 96
"930" 136 104 104
"931" 136 104 112
"932" 136 104 120
"933" 136 112 88
"934" 136 112 96
"935" 136 112 104
"936" 136 112 112
"937" 136 112 120
"938" 136 112 128
"939" 136 112 144
"940" 136 112 152
"941" 136 120 80
"942" 136 120 88
"943" 136 120 96
"944" 136 120 104
"945" 136 120 112
"946" 136 120 120
"947" 136 120 128
"948" 136 120 136
"949" 136 120 144
"950" 136 120 152
"951" 136 128 88
"952" 136 128 96
"953" 136 128 104
"954" 136 128 112
"955" 136 128 120
"956" 136 128 128
"957" 136 128 136
"958" 136 128 144
"959" 136 128 152
"960" 136 128 160
"961" 136 128 168
"962" 136 136 88
"963" 136 136 104
"964" 136 136 112
"965" 136 136 120
"966" 136 136 128
"967" 136 136 136
"968" 136 136 144
"969" 136 136 152
"970" 136 136 160
"971" 136 136 168
"972" 136 144 96
"973" 136 144 120
"974" 136 144 128
"975" 136 144 136
"976" 136 144 144
"977" 136 144 152
"978" 136 144 160
"979" 136 144 168
"980" 136 152 112
"981" 136 152 128
"982" 136 152 136
"983" 136 152 144
"984" 136 152 152
"985" 136 152 160
"986" 136 152 168
"987" 136 152 176
"988" 136 160 136
"989" 136 160 144
"990" 136 160 152
"991" 136 160 160
"992" 136 160 168
"993" 136 160 176
"994" 136 160 192
"995" 136 160 200
"996" 136 168 152
"997" 136 168 168
"998" 136 168 176
"999" 136 168 184
"1000" 136 168 192
"1001" 136 168 200
"1002" 136 168 208
"1003" 136 176 136
"1004" 136 176 160
"1005" 136 176 176
"1006" 136 176 184
"1007" 136 176 208
"1008" 136 184 160
"1009" 136 184 168
"1010" 136 184 176
"1011" 136 192 184
"1012" 136 192 192
"1013" 144 0 216
"1014" 144 64 80
"1015" 144 64 88
"1016" 144 72 72
"1017" 144 72 80
"1018" 144 72 88
"1019" 144 72 96
"1020" 144 72 104
"1021" 144 80 72
"1022" 144 80 80
"1023" 144 80 88
"1024" 144 80 96
"1025" 144 88 72
"1026" 144 88 80
"1027" 144 88 88
"1028" 144 88 96
"1029" 144 88 104
"1030" 144 88 112
"1031" 144 96 64
"1032" 144 96 72
"1033" 144 96 80
"1034" 144 96 88
"1035" 144 96 96
"1036" 144 96 104
"1037" 144 96 112
"1038" 144 104 80
"1039" 144 104 88
"1040" 144 104 96
"1041" 144 104 104
"1042" 144 104 112
"1043" 144 104 152
"1044" 144 104 160
"1045" 144 112 88
"1046" 144 112 96
"1047" 144 112 104
"1048" 144 112 112
"1049" 144 112 120
"1050" 144 112 128
"1051" 144 112 160
"1052" 144 120 104
"1053" 144 120 112
"1054" 144 120 120
"1055" 144 120 128
"1056" 144 120 136
"1057" 144 120 144
"1058" 144 128 88
"1059" 144 128 96
"1060" 144 128 104
"1061" 144 128 112
"1062" 144 128 120
"1063" 144 128 128
"1064" 144 128 136
"1065" 144 128 144
"1066" 144 128 152
"1067" 144 128 160
"1068" 144 136 96
"1069" 144 136 104
"1070" 144 136 120
"1071" 144 136 128
"1072" 144 136 136
"1073" 144 136 144
"1074" 144 136 152
"1075" 144 136 160
"1076" 144 136 168
"1077" 144 136 176
"1078" 144 144 104
"1079" 144 144 112
"1080" 144 144 120
"1081" 144 144 128
"1082" 144 144 136
"1083" 144 144 144
"1084" 144 144 152
"1085" 144 144 160
"1086" 144 144 168
"1087" 144 144 176
"1088" 144 144 184
"1089" 144 144 192
"1090" 144 152 104
"1091" 144 152 112
"1092" 144 152 128
"1093" 144 152 136
"1094" 144 152 144
"1095" 144 152 152
"1096" 144 152 160
"1097" 144 152 168
"1098" 144 152 176
"1099" 144 152 184
"1100" 144 152 192
"1101" 144 160 136
"1102" 144 160 144
"1103" 144 160 152
"1104" 144 160 160
"1105" 144 160 168
"1106" 144 160 176
"1107" 144 160 184
"1108" 144 160 192
"1109" 144 160 200
"1110" 144 168 136
"1111" 144 168 152
"1112" 144 168 160
"1113" 144 168 168
"1114" 144 168 176
"1115" 144 168 184
"1116" 144 168 192
"1117" 144 168 200
"1118" 144 168 208
"1119" 144 176 152
"1120" 144 176 168
"1121" 144 176 176
"1122" 144 176 184
"1123" 144 176 192
"1124" 144 176 208
"1125" 144 176 216
"1126" 144 184 176
"1127" 144 184 184
"1128" 144 184 192
"1129" 144 184 216
"1130" 144 192 176
"1131" 144 192 184
"1132" 144 192 192
"1133" 144 192 208
"1134" 144 192 216
"1135" 144 192 224
"1136" 144 200 216
"1137" 144 200 224
"1138" 152 0 216
"1139" 152 0 224
"1140" 152 64 80
"1141" 152 72 88
"1142" 152 72 96
"1143" 152 72 104
"1144" 152 72 112
"1145" 152 80 72
"1146" 152 80 80
"1147" 152 80 88
"1148" 152 80 96
"1149" 152 88 64
"1150" 152 88 72
"1151" 152 88 80
"1152" 152 88 88
"1153" 152 88 96
"1154" 152 88 104
"1155" 152 88 112
"1156" 152 88 120
"1157" 152 96 72
"1158" 152 96 80
"1159" 152 96 88
"1160" 152 96 96
"1161" 152 96 104
"1162" 152 96 112
"1163" 152 96 120
"1164" 152 104 72
"1165" 152 104 80
"1166" 152 104 88
"1167" 152 104 96
"1168" 152 104 104
"1169" 152 104 112
"1170" 152 104 120
"1171" 152 104 152
"1172" 152 112 80
"1173" 152 112 88
"1174" 152 112 96
"1175" 152 112 104
"1176" 152 112 112
"1177" 152 112 120
"1178" 152 112 128
"1179" 152 120 96
"1180" 152 120 104
"1181" 152 120 112
"1182" 152 120 120
"1183" 152 120 128
"1184" 152 120 136
"1185" 152 120 144
"1186" 152 120 184
"1187" 152 128 88
"1188" 152 128 96
"1189" 152 128 104
"1190" 152 128 112
"1191" 152 128 120
"1192" 152 128 128
"1193" 152 128 136
"1194" 152 128 144
"1195" 152 128 184
"1196" 152 128 216
"1197" 152 136 88
"1198" 152 136 104
"1199" 152 136 112
"1200" 152 136 120
"1201" 152 136 128
"1202" 152 136 136
"1203" 152 136 144
"1204" 152 136 152
"1205" 152 136 176
"1206" 152 144 96
"1207" 152 144 104
"1208" 152 144 112
"1209" 152 144 120
"1210" 152 144 128
"1211" 152 144 136
"1212" 152 144 144
"1213" 152 144 152
"1214" 152 144 160
"1215" 152 144 176
"1216" 152 152 96
"1217" 152 152 104
"1218" 152 152 112
"1219" 152 152 120
"1220" 152 152 128
"1221" 152 152 136
"1222" 152 152 144
"1223" 152 152 152
"1224" 152 152 160
"1225" 152 152 168
"1226" 152 152 176
"1227" 152 152 184
"1228" 152 152 192
"1229" 152 160 112
"1230" 152 160 120
"1231" 152 160 144
"1232" 152 160 152
"1233" 152 160 160
"1234" 152 160 168
"1235" 152 160 176
"1236" 152 160 184
"1237" 152 160 192
"1238" 152 160 200
"1239" 152 168 112
"1240" 152 168 120
"1241" 152 168 144
"1242" 152 168 152
"1243" 152 168 160
"1244" 152 168 168
"1245" 152 168 176
"1246" 152 168 184
"1247" 152 168 192
"1248" 152 168 200
"1249" 152 168 208
"1250" 152 176 136
"1251" 152 176 152
"1252" 152 176 160
"1253" 152 176 168
"1254" 152 176 176
"1255" 152 176 184
"1256" 152 176 192
"1257" 152 176 200
"1258" 152 176 208
"1259" 152 184 160
"1260" 152 184 176
"1261" 152 184 184
"1262" 152 184 192
"1263" 152 184 200
"1264" 152 184 208
"1265" 152 184 216
"1266" 152 192 192
"1267" 152 192 200
"1268" 152 192 208
"1269" 152 192 216
"1270" 152 192 224
"1271" 152 192 248
"1272" 152 200 200
"1273" 152 200 208
"1274" 152 200 216
"1275" 152 200 224
"1276" 160 0 216
"1277" 160 0 224
"1278" 160 72 88
"1279" 160 80 72
"1280" 160 80 80
"1281" 160 80 88
"1282" 160 80 96
"1283" 160 80 104
"1284" 160 88 72
"1285" 160 88 80
"1286" 160 88 88
"1287" 160 88 96
"1288" 160 88 104
"1289" 160 88 112
"1290" 160 96 72
"1291" 160 96 80
"1292" 160 96 88
"1293" 160 96 96
"1294" 160 96 104
"1295" 160 96 112
"1296" 160 96 120
"1297" 160 104 72
"1298" 160 104 80
"1299" 160 104 88
"1300" 160 104 96
"1301" 160 104 104
"1302" 160 104 112
"1303" 160 104 120
"1304" 160 104 128
"1305" 160 112 80
"1306" 160 112 88
"1307" 160 112 96
"1308" 160 112 104
"1309" 160 112 112
"1310" 160 112 120
"1311" 160 112 144
"1312" 160 120 96
"1313" 160 120 104
"1314" 160 120 112
"1315" 160 120 120
"1316" 160 120 136
"1317" 160 128 104
"1318" 160 128 112
"1319" 160 128 120
"1320" 160 128 128
"1321" 160 128 136
"1322" 160 128 144
"1323" 160 136 104
"1324" 160 136 112
"1325" 160 136 120
"1326" 160 136 128
"1327" 160 136 136
"1328" 160 136 144
"1329" 160 136 152
"1330" 160 136 176
"1331" 160 144 96
"1332" 160 144 104
"1333" 160 144 120
"1334" 160 144 128
"1335" 160 144 136
"1336" 160 144 144
"1337" 160 144 160
"1338" 160 152 104
"1339" 160 152 112
"1340" 160 152 120
"1341" 160 152 128
"1342" 160 152 136
"1343" 160 152 144
"1344" 160 152 152
"1345" 160 152 160
"1346" 160 152 168
"1347" 160 160 112
"1348" 160 160 120
"1349" 160 160 128
"1350" 160 160 136
"1351" 160 160 144
"1352" 160 160 152
"1353" 160 160 160
"1354" 160 160 168
"1355" 160 160 184
"1356" 160 160 192
"1357" 160 160 200
"1358" 160 168 112
"1359" 160 168 120
"1360" 160 168 128
"1361" 160 168 136
